season_id,orchard_id,harvest_year,window_type,role,boundary_training_years,metric_training_years,induction_metric_spec,chain_trace,feature_status,prediction_context,induction_temperature_metric,induction_water_balance_mm,flowering_precipitation_hours,fruit_gdd,fruit_heat_days,flowering_radiation_mean,predicted_inflorescence_date_offset,predicted_full_bloom_date_offset,induction_start,induction_end,flowering_start,flowering_end,fruit_development_start,fruit_development_end,outer_holdout_year
hongming_2024,hongming,2024,W3-PRED,training,2022;2023;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 816.9499999999991, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 69.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,57,118.28,154,1188.2,28,13.28528302,14,66,2023-09-20,2024-01-15,2024-01-15,2024-03-07,2024-03-07,2024-05-15,2025
luhong_2022,luhong,2022,W3-PRED,training,2023;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 35.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 392.90000000000055, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1400.7000000000007, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2023, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,35,263,229,1224.1,0,12.2704878,-7,33,2021-08-28,2021-12-25,2021-12-25,2022-02-03,2022-02-03,2022-05-05,2025
luhong_2023,luhong,2023,W3-PRED,training,2022;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 369.41000000000076, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 402.5999999999949, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1643.699999999997, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,30,245.93,111,1233,0,12.98085106,-3,43,2022-08-28,2022-12-29,2022-12-29,2023-02-13,2023-02-13,2023-05-09,2025
luhong_2024,luhong,2024,W3-PRED,training,2022;2023;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 724.6000000000058, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2026""], ""training_years"": [2022, 2023, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,34,315.93,166,1257.7,0,14.51022727,10,53,2023-09-05,2024-01-11,2024-01-11,2024-02-23,2024-02-23,2024-05-12,2025
luhong_2026,luhong,2026,W3-PRED,training,2022;2023;2024,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 39.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 480.8999999999987, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1533.800000000001, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,39,751.12,63,1150,0,16.22181818,7,50,2025-08-25,2026-01-08,2026-01-08,2026-02-20,2026-02-20,2026-05-07,2025
luhong_2025,luhong,2025,W3-PRED,evaluation,2022;2023;2024;2026,2022;2023;2024;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.5, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2023, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 397.7499999999977, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2023, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1588.749999999999, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2023, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,42,340,92,1194.7,0,14.15510204,11,59,2024-09-05,2025-01-12,2025-01-12,2025-03-01,2025-03-01,2025-05-20,2025
bannei_2022,bannei,2022,W3-PRED,training,2023;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 56.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 744.650000000006, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1192.700000000009, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,56,164.47,462,1053,0,11.295,14,65,2021-09-25,2022-01-15,2022-01-15,2022-03-07,2022-03-07,2022-05-20,2026
bannei_2023,bannei,2023,W3-PRED,training,2022;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 60.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 737.0500000000052, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1324.050000000008, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,60,156.04,130,1016.3,5,16.28673469,26,74,2022-09-25,2023-01-27,2023-01-27,2023-03-16,2023-03-16,2023-05-19,2026
bannei_2024,bannei,2024,W3-PRED,training,2022;2023;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 49.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 72.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,47,165.24,347,1193.5,5,12.6916,19,68,2023-09-25,2024-01-20,2024-01-20,2024-03-09,2024-03-09,2024-05-20,2026
hongming_2022,hongming,2022,W3-PRED,training,2023;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 65.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 775.3500000000013, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1239.4000000000015, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,65,177.99,361,1103.2,10,11.1712963,10,63,2021-09-10,2022-01-11,2022-01-11,2022-03-05,2022-03-05,2022-05-19,2026
hongming_2023,hongming,2023,W3-PRED,training,2022;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 63.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 774.3000000000022, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1386.3499999999974, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,63,142.77,167,1053.4,15,14.20622642,14,66,2022-09-20,2023-01-15,2023-01-15,2023-03-08,2023-03-08,2023-05-14,2026
hongming_2024,hongming,2024,W3-PRED,training,2022;2023;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 55.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 69.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,57,118.28,168,1208.3,28,13.09392857,14,69,2023-09-20,2024-01-15,2024-01-15,2024-03-10,2024-03-10,2024-05-18,2026
luhong_2022,luhong,2022,W3-PRED,training,2023;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 39.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1293.800000000001, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2023, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,39,277.13,111,1135.2,0,13.15333333,-3,26,2021-08-28,2021-12-29,2021-12-29,2022-01-27,2022-01-27,2022-04-24,2026
luhong_2023,luhong,2023,W3-PRED,training,2022;2024;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 44.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1483.8000000000102, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,44,220.44,78,1106,0,14.415625,11,42,2022-08-28,2023-01-12,2023-01-12,2023-02-12,2023-02-12,2023-05-01,2026
luhong_2024,luhong,2024,W3-PRED,training,2022;2023;2025,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 128.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 43.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""hongming_2022"", ""hongming_2023"", ""luhong_2022"", ""luhong_2023"", ""luhong_2025""], ""training_years"": [2022, 2023, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,34,315.93,166,1257.7,0,14.51022727,10,53,2023-09-05,2024-01-11,2024-01-11,2024-02-23,2024-02-23,2024-05-12,2026
luhong_2025,luhong,2025,W3-PRED,training,2022;2023;2024,2022;2023;2024;2025,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 39.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 480.8999999999987, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1533.800000000001, ""training_season_ids"": [""bannei_2022"", ""bannei_2023"", ""bannei_2024"", ""hongming_2022"", ""hongming_2023"", ""hongming_2024"", ""luhong_2022"", ""luhong_2023"", ""luhong_2024""], ""training_years"": [2022, 2023, 2024]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,39,352.44,92,1154.7,0,14.02714286,8,56,2024-09-05,2025-01-09,2025-01-09,2025-02-26,2025-02-26,2025-05-16,2026
