orchard_id,harvest_year,date,variable,value
luhong,2022,2022-05-20,precip_mm,NA
luhong,2022,2022-05-21,precip_mm,NA
luhong,2022,2022-05-22,precip_mm,NA
luhong,2022,2022-05-23,precip_mm,NA
luhong,2022,2022-05-24,precip_mm,NA
luhong,2022,2022-05-25,precip_mm,NA
luhong,2022,2022-05-26,precip_mm,NA
luhong,2022,2022-05-27,precip_mm,NA
luhong,2022,2022-05-28,precip_mm,NA
luhong,2022,2022-05-29,precip_mm,NA
luhong,2022,2022-05-30,precip_mm,NA
luhong,2022,2022-05-31,precip_mm,NA
luhong,2022,2022-06-01,precip_mm,NA
